경로	HTTP메서드	구 컨트롤러:라인	구 판정	구 근거(SecurityConfig.kt)	booster 판정	booster 근거	판정 일치여부	실측 요청경로	구 실측(무토큰)	구 실측(유효토큰 헤더)	booster 실측(무토큰)	booster 실측(유효토큰 헤더)	booster 수정전(유효토큰 헤더)	booster 토큰 출처	실측 대조
/internal/admin/web/teams/{teamId}/message-templates	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalAdminWebController.kt:38	PERMIT_ALL	GET /internal/admin/web/**	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/admin/web/teams/1/message-templates	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/crawling/review-boost/stores/{storeId}/messages	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalCrawlingReviewBoostController.kt:22	PERMIT_ALL	POST /internal/crawling/review-boost/stores/{storeId}/messages	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/crawling/review-boost/stores/1/messages	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/product/review-boost/stores/{storeId}/request-setting	PUT	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalProductReviewBoostController.kt:15	PERMIT_ALL	PUT /internal/product/review-boost/stores/{storeId}/request-setting	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/product/review-boost/stores/1/request-setting	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/reviewed/auth-bypass	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:53	PERMIT_ALL	POST /internal/reviewed/auth-bypass	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/reviewed/auth-bypass	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/reviewed/auth-bypass/app-users	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:46	PERMIT_ALL	GET /internal/reviewed/auth-bypass/app-users	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/reviewed/auth-bypass/app-users	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/reviewed/auth-bypass/stores	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:39	PERMIT_ALL	GET /internal/reviewed/auth-bypass/stores	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/reviewed/auth-bypass/stores	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/reviewed/customers	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:34	PERMIT_ALL	GET /internal/reviewed/customers	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/reviewed/customers	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/reviewed/hospital/store/register	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:29	PERMIT_ALL	POST /internal/reviewed/hospital/store/register	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/reviewed/hospital/store/register	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/reviewed/review-boost/google-place	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:67	PERMIT_ALL	POST /internal/reviewed/review-boost/google-place	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/reviewed/review-boost/google-place	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/reviewed/review-boost/google-place/statuses	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:60	PERMIT_ALL	POST /internal/reviewed/review-boost/google-place/statuses	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/reviewed/review-boost/google-place/statuses	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
